Format=7,6257,,,Waist,,,,,,,,,,,6260,,,Right Wrist,,,,,,,,,,,6271,,,Left Wrist,,,,,,,,,,,6280,,,Right Foot,,,,,,,,,,,6283,,,Left Foot,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1557433522416945,-9.764434,0.488296,-0.126839,-0.046933,0.017129,-0.020230,46.054067,-9.966451,-19.660172,4635496737832697900.000000,0.023075,0.707230,0.070584,-0.703073,-7.666249,5.395672,2.210964,-0.035311,-0.023059,0.055481,50.913466,-6.998454,3.011616,4635493087110496300.000000,0.772508,0.469723,0.397420,-0.157000,-7.591928,-5.193894,2.957421,-0.001948,-0.078760,-0.009896,43.053723,28.829216,10.396036,4635493731355590700.000000,0.782403,-0.174905,0.549608,-0.234912,-9.683238,-0.432251,-1.123081,-0.009613,0.008303,0.008498,50.929287,16.772972,-4.504532,4635492442865401900.000000,0.322114,0.640595,0.385725,-0.580600,-9.670582,-0.395888,-0.962066,0.015211,-0.000406,-0.010329,51.169411,-12.437639,10.425122,4635493946103955500.000000,0.621058,-0.314712,0.665405,0.269220
1557433522425278,-9.737034,0.489042,-0.006988,-0.045735,0.036007,-0.019553,45.985287,-10.056385,-19.568468,4635496731274807300.000000,0.023123,0.707357,0.070468,-0.702955,-7.654757,5.378434,2.167886,-0.029656,-0.019352,0.058120,50.873994,-7.083896,3.052593,4635493087110496300.000000,0.772635,0.469709,0.397254,-0.156836,-7.579722,-5.123884,2.989738,-0.000188,-0.076027,-0.012818,42.909023,28.892077,10.458898,4635493731355590700.000000,0.782566,-0.175003,0.549346,-0.234910,-9.709878,-0.449450,-1.113097,-0.010924,0.005099,0.006651,50.894343,16.837868,-4.469588,4635492530681868300.000000,0.322157,0.640584,0.385761,-0.580564,-9.678152,-0.392956,-0.954496,0.016022,0.001730,-0.012615,51.373522,-12.570212,10.425122,4635493946103955500.000000,0.621103,-0.314683,0.665413,0.269131
1557433522433611,-9.663055,0.499759,0.075477,-0.041879,0.066107,-0.024372,45.980822,-10.190507,-19.563259,4635496630458515500.000000,0.023133,0.707573,0.070354,-0.702749,-7.636089,5.364796,2.137012,-0.019037,-0.015079,0.059314,50.880455,-7.129124,3.195474,4635493087110496300.000000,0.772736,0.469732,0.397096,-0.156674,-7.567515,-5.086186,2.976456,-0.002324,-0.077881,-0.012912,42.909023,28.729775,10.303048,4635493731355590700.000000,0.782732,-0.175112,0.549080,-0.234899,-9.702120,-0.463881,-1.098666,-0.012381,0.003641,0.007235,50.878772,16.896731,-4.454017,4635492657613766700.000000,0.322207,0.640569,0.385797,-0.580529,-9.680470,-0.430186,-0.942290,0.019483,0.003001,-0.013683,51.476905,-12.598041,10.494333,4635493946103955500.000000,0.621151,-0.314650,0.665426,0.269028
1557433522441944,-9.579097,0.491267,0.106153,-0.028060,0.098631,-0.021493,45.906845,-9.951584,-19.488958,4635496630458515500.000000,0.023112,0.707885,0.070203,-0.702450,-7.623882,5.365512,2.112597,-0.008796,-0.009801,0.058748,50.880455,-7.129124,3.247169,4635493087110496300.000000,0.772808,0.469789,0.396949,-0.156519,-7.553157,-5.042733,2.948816,-0.004461,-0.076342,-0.014450,42.909023,28.669434,10.318100,4635493731355590700.000000,0.782892,-0.175230,0.548818,-0.234888,-9.670489,-0.473863,-1.103657,-0.009566,0.005146,0.006214,50.994171,16.816270,-4.464603,4635492657613766700.000000,0.322246,0.640559,0.385831,-0.580496,-9.650810,-0.449353,-0.920196,0.024620,0.004070,-0.014751,51.372183,-12.538719,10.589670,4635493946103955500.000000,0.621203,-0.314608,0.665446,0.268906
1557433522450277,-9.521774,0.537870,0.045853,-0.015632,0.121547,-0.023629,45.822127,-9.812218,-19.579931,4635496630458515500.000000,0.023046,0.708264,0.070030,-0.702087,-7.611675,5.347561,2.093929,0.000251,-0.004901,0.057743,50.840242,-7.129124,3.120783,4635493087110496300.000000,0.772852,0.469879,0.396812,-0.156376,-7.519761,-5.050644,2.885638,-0.006503,-0.070498,-0.020201,42.916540,28.729784,10.458919,4635493731355590700.000000,0.783031,-0.175362,0.548575,-0.234896,-9.656056,-0.468334,-1.135826,-0.005972,0.005536,0.007477,51.087982,16.772972,-4.446797,4635492657613766700.000000,0.322277,0.640558,0.385854,-0.580466,-9.673509,-0.451674,-0.945216,0.023905,0.001677,-0.014089,51.275131,-12.465474,10.459929,4635493946103955500.000000,0.621261,-0.314563,0.665460,0.268792
1557433522458610,-9.524745,0.550076,-0.002228,-0.009418,0.135106,-0.025636,45.763004,-9.970895,-19.562527,4635496630458515500.000000,0.022950,0.708684,0.069843,-0.701685,-7.610957,5.346125,2.087466,0.010367,-0.002199,0.057617,50.795006,-7.169337,2.898180,4635493087110496300.000000,0.772871,0.470006,0.396675,-0.156249,-7.518687,-5.017243,2.802333,-0.008229,-0.070028,-0.019603,42.994473,28.669427,10.279422,4635493731355590700.000000,0.783169,-0.175499,0.548334,-0.234895,-9.641087,-0.449446,-1.176900,-0.004468,0.003836,0.005731,50.988190,16.837837,-4.579376,4635492701501498400.000000,0.322302,0.640551,0.385875,-0.580445,-9.680470,-0.431902,-0.922520,0.020904,-0.001527,-0.013021,51.199573,-12.580066,10.425122,4635493946103955500.000000,0.621322,-0.314519,0.665463,0.268693
1557433522466943,-9.572828,0.560058,-0.037364,-0.006020,0.142678,-0.025765,45.916493,-10.119937,-19.459688,4635496630458515500.000000,0.022838,0.709126,0.069643,-0.701262,-7.640402,5.364796,2.081720,0.018536,0.000943,0.056737,50.795006,-7.214575,2.847921,4635493087110496300.000000,0.772868,0.470160,0.396544,-0.156134,-7.507553,-5.019393,2.739141,-0.017057,-0.064310,-0.023593,42.980497,28.743752,10.042011,4635493731355590700.000000,0.783283,-0.175668,0.548118,-0.234894,-9.624423,-0.443923,-1.179129,-0.003204,0.004514,0.001021,50.813897,16.961607,-4.727560,4635492764987949100.000000,0.322312,0.640540,0.385906,-0.580430,-9.680470,-0.456919,-0.895782,0.017700,-0.001271,-0.009357,51.185642,-12.610248,10.504215,4635493946103955500.000000,0.621374,-0.314474,0.665469,0.268611
1557433522475276,-9.612424,0.537868,-0.054027,0.000065,0.135200,-0.027772,45.980832,-10.110284,-19.282499,4635496630458515500.000000,0.022709,0.709547,0.069434,-0.700861,-7.649015,5.371257,2.081003,0.023876,0.004712,0.048946,50.829474,-7.134148,2.927624,4635493087110496300.000000,0.772846,0.470314,0.396444,-0.156033,-7.511842,-5.043802,2.651563,-0.028992,-0.055075,-0.024380,42.828271,28.821680,10.127443,4635493731355590700.000000,0.783365,-0.175865,0.547944,-0.234879,-9.646608,-0.395096,-1.176900,-0.001022,0.005099,-0.005629,50.865382,16.940056,-4.710467,4635492764987949100.000000,0.322299,0.640523,0.385951,-0.580426,-9.680470,-0.523196,-0.910912,0.008440,-0.002798,-0.002490,51.185642,-12.481733,10.374495,4635493946103955500.000000,0.621411,-0.314432,0.665469,0.268575
1557433522483609,-9.697118,0.548593,-0.137981,0.001003,0.126753,-0.027772,45.912045,-9.961241,-19.208165,4635496630458515500.000000,0.022589,0.709942,0.069229,-0.700486,-7.658344,5.405718,2.081723,0.024191,0.009424,0.041721,50.833789,-7.043672,3.052550,4635493087110496300.000000,0.772810,0.470460,0.396374,-0.155946,-7.560672,-5.070362,2.548130,-0.043253,-0.049358,-0.021962,42.757834,28.807740,10.206461,4635493731355590700.000000,0.783425,-0.176097,0.547806,-0.234828,-9.668263,-0.351258,-1.179130,0.004319,0.001895,-0.015046,51.102292,16.786359,-4.487464,4635492764987949100.000000,0.322254,0.640491,0.386004,-0.580452,-9.700239,-0.566779,-0.925440,0.002085,-0.004069,0.001526,51.175758,-12.392246,10.191407,4635493946103955500.000000,0.621438,-0.314394,0.665464,0.268569
1557433522491942,-9.771111,0.536385,-0.203472,-0.000065,0.102344,-0.027642,45.921681,-9.965688,-19.305093,4635496630458515500.000000,0.022485,0.710264,0.069027,-0.700182,-7.707892,5.473215,2.081001,0.017343,0.014828,0.033555,50.835203,-7.118325,3.235649,4635493087110496300.000000,0.772755,0.470621,0.396286,-0.155956,-7.607357,-5.118119,2.512580,-0.061974,-0.039370,-0.016434,42.842211,28.676923,10.209018,4635493731355590700.000000,0.783456,-0.176370,0.547721,-0.234719,-9.678240,-0.314635,-1.141982,0.006604,0.001746,-0.026164,51.246677,16.729657,-4.246598,4635492764987949100.000000,0.322176,0.640443,0.386081,-0.580497,-9.685120,-0.563865,-0.907997,0.004527,-0.002543,0.011649,51.183318,-12.437604,10.304801,4635493946103955500.000000,0.621453,-0.314323,0.665479,0.268580
